,pro,con
3458,very consensus,the salary curve
3459,much,incentive bonus
3460,the amazing growth,the initial two year commitment
3461,good management support,the same base salary
3462,fair severance package,the best places
3463,competitive compensation great people opportunity,only area
3464,excellent training resources,tools integration
3465,contribution matching,low comp
3466,excess,heavy process
3467,some interesting people,low budget
3468,new perspectives,quarterly reductions
3469,patient,force standard
3470,some new insights,new acquisition
3471,stable products,irate customers
3472,good executive management,no real cons
3473,wonderfull,always
3474,decent compensation package different,poor management
3475,ready,entry level work
3476,executive leadership,industry peers
3477,new areas,much focus
3478,independent,opex
3479,the right manager,no job security
3480,excellent environment,losing dna
3481,approachable leadership,innovator
3482,associates,yet highly
3483,average benefits,any overtime
3484,bonus sharing,no hikes
3485,top notch place,big data
3486,almost any department,freeze
3487,rank,no attempt
3488,the cutting edge,all good engineers
3489,great educational opportunities,aggressive hiring
3490,enterprise level clientele,cheaper countries
3491,the work load,those teams
3492,top performers,deep dive
3493,good way,no development
3494,client companies,new features
3495,fun work,trouble shooting
3496,this review,customer goodwill
3497,the emc,declining product quality
3498,good management structure,low salary work
3499,technical teams,cloud services companies
3500,engineering teams,the 401k
3501,good performance,tea
3502,review,software company
3503,system,reorganizations
3504,great performance,demand
3505,reward,set boundaries
3506,mediocre benefits,reporting
3507,training opportunity ok,internal meetings
3508,special offers,still
3509,job advancement,cliques
3510,healthy lifestyles,new groups
3511,fabulous benefits,siloed work
3512,great core values,so not lot
3513,true impact,team involvement
3514,phenomenal leadership,an internal move
3515,the same desire,long commute
3516,the intent,the city
3517,customer success,job roles
3518,hardest place,choice
3519,experiences,unpredictable schedule minimal pto
3520,the customer outcome,good accounts
3521,number one,skeleton crew
3522,customer service,unknown future
3523,good care,value
3524,an incredible vp,participation
3525,fantastic compensation pay,staff reductions
3526,4,middle leadership
3527,first years,assigned projects
3528,high quality,other employees
3529,work expectation,too many changes
3530,common goal,the daily office perks
3531,regular schedule,tech companies
3532,different internal department,free lunches
3533,great work enviroment,beverages
3534,ok management,work flexibility
3535,excellent healthcare,career direction
3536,educational opportunities,infighting
3537,generous package,uncontrolled change
3538,other needs,gaps
3539,the prospects,process performance
3540,large areas,professional services
3541,absolutely,too much outsourcing
3542,spot,too damn
3543,prodcuts,the fear
3544,flexible good benefits,lot more
3545,friendly nice gym,health plans
3546,401k matches,working spouse penalty
3547,work life balance strategy,not sure
3548,talented individuals,the social culture
3549,development programs,very cookie cutter
3550,good balance,superfluous online training
3551,career path,certain amount
3552,stable environment,required training
3553,couple,corporate policies
3554,awesome manager,the past
3555,customer relationship,great job
3556,sales techniques,the legacy
3557,comprehensive product line,other words
3558,piece,the downward spiral
3559,the first entry,suspect
3560,internal programs,the path
3561,word,very remote
3562,usage,corporate roadblocks
3563,salary hikes,work spaces
3564,the emc acquisition,management team
3565,any major complaints,limited career development opportunities
3566,typically,emc corp
3567,very flexible work,the worse
3568,remote policy,org changes
3569,all companies,quite bit
3570,the dell machine,churn
3571,the milestones,very cut throat
3572,the few years,credit
3573,him,great environment
3574,bonuses,the worse job
3575,the 401k matching,chances
3576,the medical benefits,any large acquisition
3577,the expensive side,pruning
3578,similar sized company,slow career progression
3579,good talent,paced environment
3580,top notch employees,post privatization
3581,the folks,63billion
3582,nice amenities,some layoffs
3583,house nurse,cost reductions
3584,rewarding place,the company morale
3585,old regime,the competitor
3586,significant contributions,all current workforce
3587,the big company perks,force reductions
3588,well program,little strategy
3589,fair amount,dell finance
3590,new years,poor decisions
3591,large client base,no impact
3592,the leadership chain,all the impact
3593,the right vision,delivery teams
3594,california,the wayside
3595,kaiser,political
3596,health plan option,unreasonable quotas
3597,they cascade,class action suits
3598,awesome management,the facilities
3599,day work,cheaper side
3600,the main reason,some disorganization
3601,great work hours,the executive leadership
3602,holiday pay,charge
3603,medical benefits,some new
3604,interesting industry,improved methodology
3605,fun coworkers,major upheaval
3606,good growing opportunities,the existing organizations
3607,good work incentives,the execs
3608,the right person,dozens
3609,half,sloths
3610,some good perks,that model work
3611,no traffic,corporate hell hole
3612,briggo coffee,all empathy
3613,decent benefit,graduate program
3614,larger company,disadvantages
3615,great stock packages,all sales jobs
3616,strong governance,an element
3617,home monthly stipend,guidelines
3618,internet,big global company
3619,anything else,emea
3620,strong sales environment,big travel budget
3621,all kinds,budget style
3622,the data center,such big company
3623,bruises,the luxuries
3624,some reduction,onsite training
3625,head count,travel reimbursement
3626,the cloud,no diversity
3627,dell servers,senior
3628,hci,fels
3629,the addition,work benfits
3630,many engineering arms,entry level jobs
3631,visionary leader,promises
3632,industry trends,many meetings
3633,ample opportunity,offshore teams
3634,coaches,more team meetings
3635,entrepreneurial thought,divisional reorganizations
3636,yes,some exciting things
3637,dell employee,short term focus
3638,manufacture,wfh policy
3639,the oem space,team sizes
3640,new opportunities,each employee
3641,some employees,insurance coverage
3642,good company growth potential,single option
3643,trust,no stock option
3644,makes,not quarterly
3645,large amount,bad account
3646,the boundaries,cost savings
3647,enough processes,reversal culture
3648,excellent use,larger company
3649,strong ecommerce,the old company
3650,desire,there attrition
3651,nice coworkers,internal alignment
3652,all new technology,support structure
3653,idea,one another
3654,negotiation leverage,huge amounts
3655,external parties,the staff
3656,the emc name,stricter policies
3657,some value,vertical moves
3658,the edge,market averages
3659,enough scope,career paths
3660,mark,big corporation
3661,industry benefits,couple weeks
3662,wonderful,rules
3663,reasonable benefits,over 14 years
3664,high turn,one con
3665,credit,any tech company
3666,just very special,employee friendly company
3667,broad set,employee friendliness
3668,all functions,software engineering
3669,many great people,mismanagement
3670,steady growth,every past dell employee
3671,model,high turnover
3672,the predominant player,the employee morale
3673,between,all time
3674,many women,30 min lunches
3675,leadership positions,the last month
3676,charity,low pay dont
3677,some large company perks,procedure
3678,deferred compensation,smaller company
3679,great work life balace,the right thing
3680,accounts,all long time emc employees
3681,vendor gifts,massive void
3682,offsite activities,the emc side
3683,shift differential,the emc employees
3684,2nd,constant restructuring
3685,weeks vacation,ongoing projects
3686,other benefits,volunteers
3687,lovley,ot
3688,work enviroment,nights
3689,alternative schedules,every holiday
3690,so many departments,personal day
3691,functions,the cards
3692,while,model
3693,the right patch,no effort
3694,time clock,customer insights
3695,great benefits lots,product design
3696,positive corporate environment,plan phase exit
3697,sales department,gtm plan
3698,demand,severe lack
3699,rapid pace,cohesive research
3700,the actual reason,validation
3701,the tip,customer
3702,the technology sword,design
3703,cloud,outbound marketing
3704,thats,channel enablement
3705,hardware manufacturer,meaningful claims testing
3706,solution provider,product differentiation
3707,great financial engineering talent,complex problems
3708,decent 401k match,turnovers
3709,ethical colleagues,senior management level
3710,team culture,useful information
3711,personal autonomy,rumors
3712,credibility,team changes
3713,smartest people,love technology
3714,an ok place,very good
3715,toxic workplaces,factory
3716,long runs,high tech company
3717,vacation time policy,actual work
3718,the company direction,year roadmap
3719,great customer,double digit growth year
3720,working atmosphere,sometimes direction
3721,the needs,high level goals
3722,leading enterprise customers,the devil
3723,contributions,the detail
3724,many major customers,the last decade
3725,employee training programs,great job marketing
3726,breakfast,great companies
3727,the headquarters,the lack
3728,the walking paths,this dates
3729,specific job,ie kace
3730,smart employees,boomi
3731,flexible working situations,credent
3732,great remote work,package selling
3733,all those,the pc business
3734,so many fun activities,cheap base growth strategies
3735,the city,huge question mark
3736,internship program,to
3737,the esg group,2005
3738,great motivation,mentorship
3739,intern,good ole boy clubs
3740,there base pay,any way
3741,part time,shape
3742,all medical benefits,ie
3743,great price,earnings
3744,truly great place,complete joke
3745,better work environment,multiple roles
3746,the dell emc division,toxic environment
3747,consumer brand,core competency
3748,the new company,dell doesnt
3749,favorable rate,role promotions
3750,great support,no hiring freeze
3751,an uncertain environment,strategic overlay
3752,personal schedule,run
3753,the best experience,this crazy environment
3754,very complex operations,constant justification
3755,few,the exact same role
3756,dell employee culture,different company
3757,headquarters,constant fear
3758,the only place,dell policies
3759,an answer,all services
3760,the bottom,chore support
3761,home focus,support team
3762,the setting,loyalty
3763,very professional,lifelong employees
3764,respectable salary,the cloud
3765,any personal ego,generation
3766,some incredible leaders,commission payouts
3767,the years,no progression path
3768,work capabilities,no opportunities
3769,congenial atmosphere,client
3770,tech leader,so usual departments
3771,any job,managed services
3772,team help,short term disability
3773,the experience,several workdays worth
3774,the overall incentive,hold
3775,very smart,she
3776,decent perks,staffing
3777,many aspects,specific vendors
3778,the standards,mighty powerful ship
3779,large tech company,pricing
3780,solid compensation plan,launching new offers
3781,recent,acquisition terms
3782,2016,significant number
3783,default,quarterly costs
3784,the industry average,any other factor
3785,most customers,hardware development process
3786,wyse,almost one year
3787,the dell acquisition,cancer
3788,good plan,the short term disability
3789,depth,cigna
3790,management experience,wrong information
3791,good sales managers,term
3792,an extra week,the dell emc
3793,big part,the billing address
3794,international travel,the payment
3795,assignments,grace period
3796,challenge work,the grace period
3797,the desktop environment,the claims
3798,the largest data,2700 dollars
3799,storage company,bill
3800,some stability,sales force
3801,excellent neighborhoods,investment
3802,,consulting services
3803,,no more work
3804,,transparency
3805,,more interaction
3806,,all the team members
3807,,impossible
3808,,consumer
3809,,hip
3810,,different
3811,,unorganized direction
3812,,navigating organization
3813,,phone
3814,,similar issues
3815,,too many reorganizations
3816,,internal communication
3817,,marketing team
3818,,the old ways
3819,,more new work
3820,,environment initiatives
3821,,the integration
3822,,turbulence
3823,,company integration challenges
3824,,salary plans
3825,,step
3826,,engineering salaries
3827,,sales goals
3828,,downward adjustment
3829,,personal performance
3830,,the performance
3831,,emc massachusetts
3832,,scales
3833,,the weeds
3834,,none cons
3835,,open floor plans
3836,,private conversations
3837,,struggles
3838,,the self service model
3839,,the team isnt
3840,,tight
3841,,the merger integration
3842,,ongoing
3843,,not many opportunities
3844,,the connections
3845,,some times
3846,,delay stuff
3847,,the care
3848,,two companies
3849,,different agendas
3850,,clash
3851,,office poletics
3852,,merger activities
3853,,the different units
3854,,conflicts
3855,,different units
3856,,another con
3857,,the early days
3858,,lateral transitions
3859,,opposite teams
3860,,immediate team
3861,,no perks
3862,,the extra layers
3863,,overly process
3864,,massive transition
3865,,dell values
3866,,the post acquisition organizational changes
3867,,many engineering tools
3868,,workflows
3869,,industry average
3870,,too many old time
3871,,emc people
3872,,no cost
3873,,living
3874,,even compensation
3875,,good work
3876,,poor benefit
3877,,tenure
3878,,work ethic
3879,,cheap company
3880,,low salaries
3881,,cell phones
3882,,latest dell laptops
3883,,average insurance options
3884,,ic levels
3885,,some directors
3886,,50 direct reports
3887,,market pay
3888,,low economic impact areas
3889,,middling benefits
3890,,private conflict
3891,,interest
3892,,cio
3893,,vmware
3894,,recent acquisition
3895,,management communication
3896,,advancements
3897,,technical skills
3898,,much fun
3899,,difficult work
3900,,the machine
3901,,the most part
3902,,theses
3903,,any big corp
3904,,path
3905,,isa employees
3906,,many silos
3907,,especially higher
3908,,tech support
3909,,techs
3910,,it world
3911,,serious hit
3912,,private means
3913,,proper explanation
3914,,not the best salary
3915,,the structure
3916,,little opportunity
3917,,budgets
3918,,cut
3919,,dell dominance
3920,,many reorgs
3921,,enough career advancement
3922,,director level
3923,,the dell way
3924,,the highway
3925,,definite opportunites
3926,,career progress esp
3927,,remote employees
3928,,cultural collision
3929,,the emc way
3930,,approach
3931,,bag
3932,,the big target
3933,,the crumbs
3934,,the more commercial sector
3935,,one model
3936,,the next
3937,,unethical business practice
3938,,abusive
3939,,h1b program
3940,,profile h1b candidates
3941,,immigration
3942,,lower category
3943,,bonded labor
3944,,no raise
3945,,escort service
3946,,revenues
3947,,h1b candidates
3948,,emplyee
3949,,conduct
3950,,other company
3951,,revenue pressure
3952,,projeact management
3953,,all total false information
3954,,resumes
3955,,project implementation
3956,,high billing
3957,,sales metrics
3958,,1985 call center
3959,,code compilation
3960,,long time
3961,,many timezones
3962,,unrealistic deadlines
3963,,many fire drills lots
3964,,marketing material
3965,,any negative feedback
3966,,little disorganized right
3967,,downsides
3968,,certain extent
3969,,salary hike
3970,,upto market standards
3971,,management not
3972,,espp program
3973,,disconnection
3974,,the different
3975,,efficiency goals
3976,,cost reduction missions
3977,,appreciation
3978,,extra work
3979,,worldwide staff
3980,,odd scheduling
3981,,night calls
3982,,perverse incentives
3983,,the move
3984,,mergers
3985,,realignments
3986,,key factor
3987,,distraction
3988,,ocean
3989,,dramatic changes
3990,,executive strategy
3991,,the agile transformation
3992,,one vision
3993,,the needs
3994,,prior talk
3995,,customer expectation
3996,,no walking distance restaurant
3997,,quotas increases
3998,,legacy emc employee
3999,,over 10 years
4000,,financial constraints
4001,,the next few years
4002,,lives
4003,,wasting money
4004,,new benefit package
4005,,the web
4006,,ex
4007,,an hsa plan
4008,,apples
4009,,different numbers
4010,,next years enrollment
4011,,this years enrollment
4012,,fsa
4013,,benefit helpline
4014,,carrier changes
4015,,the benefit options
4016,,each one
4017,,comp plans
4018,,high performance
4019,,inequities
4020,,logical changes
4021,,an extra
4022,,november
4023,,planning
4024,,plate
4025,,next week
4026,,stressful
4027,,no planning
4028,,the important stuff
4029,,which
4030,,bu
4031,,the benefits emc
4032,,temp work
4033,,little training
4034,,post merger chaos
4035,,arrogant culture
4036,,very top heavy
4037,,many internal turf battles
4038,,long drive
4039,,the disadvantages
4040,,large sized company
4041,,new roles
4042,,salary increases
4043,,no real directions
4044,,each department
4045,,pay scales
4046,,rapid accelration
4047,,bonus need work
4048,,limited offices
4049,,some remote areas
4050,,organozation
4051,,unhealthy attitude
4052,,regular
4053,,strict distribution
4054,,15 people
4055,,the same territories
4056,,10 different people
4057,,two teams
4058,,experiences
4059,,managements
4060,,the same product
4061,,good amount
4062,,both teams
4063,,the first manager
4064,,late nights
4065,,the same amount
4066,,minimum amount
4067,,merger integrations
4068,,point
4069,,one technology
4070,,five years
4071,,home opportunities
4072,,very hurtful environment
4073,,old school sales
4074,,team mentality
4075,,two major companies
4076,,unnecessary churns
4077,,long working hours
4078,,mentors
4079,,pc
4080,,the wave
4081,,the future
4082,,cash cow
4083,,many functions
4084,,any area
4085,,engaging
4086,,instruct
4087,,optimism
4088,,uncertainties
4089,,glass
4090,,predominance
4091,,security position
4092,,low overhead
4093,,preparation
4094,,certain parts
4095,,vacuum
4096,,security protocols
4097,,consistent communication issues
4098,,degraded morale
4099,,the trend
4100,,else other
4101,,performance metrics
4102,,ranking
4103,,multinational company
4104,,charges
4105,,fee
4106,,technical positions
4107,,emc merger
4108,,less visibility
4109,,moderate
4110,,capacity
4111,,any job openings
4112,,much attention
4113,,much workload
4114,,no clear long term goal
4115,,all departments
4116,,the job search
4117,,pertains
4118,,work life
4119,,not so balanced
4120,,no pto
4121,,the contractors
4122,,tech problems
4123,,finance
4124,,intern
4125,,50 individuals
4126,,the offer
4127,,the wheels
4128,,bureaucracy turn
4129,,no quality control
4130,,the software delivery
4131,,poor project planning
4132,,the pay wasnt
4133,,cali
4134,,rates
4135,,politicizing departments
4136,,poor performance
4137,,any real downside
4138,,the dell machine
4139,,huge
4140,,once quarter
4141,,architects
4142,,dells
4143,,heavy handedness
4144,,too many products
4145,,the struggles
4146,,acquired companies
4147,,more software
4148,,constant struggle
4149,,all the small players
4150,,mindshare
4151,,not the employees
4152,,not all segments
4153,,just smaller segments
4154,,changes direction
4155,,poor quality
4156,,clarity
4157,,any real issues
4158,,only annoyance
4159,,restructuring
4160,,multiple acquisitions
4161,,cheap management
4162,,not enough time
4163,,transitional state
4164,,the workforce
4165,,horrible traffic
4166,,the campuses
4167,,promoted
4168,,promoted title
4169,,workforce reduction
4170,,cs
4171,,the wrong department
4172,,touch
4173,,other technology companies
4174,,responsibilities
4175,,support specialists
4176,,the expections
4177,,manpower lack
4178,,enough conversions
4179,,work style
4180,,the rep
4181,,fridays
4182,,the reason
4183,,the weekly ahod
4184,,any other day
4185,,liquor
4186,,the night
4187,,the previous night
4188,,daily life
4189,,side too
4190,,also
4191,,massive product portfolio
4192,,discipline
4193,,the insurance benefits
4194,,some hr issues
4195,,sales management
4196,,high school diploma
4197,,assigning territory
4198,,sales quota
4199,,august 2017
4200,,unhealthy internal competition
4201,,different incentive plans
4202,,mind
4203,,numbing
4204,,existent
4205,,new position
4206,,hard work
4207,,brown nosing
4208,,oyou recognition
4209,,bad management
4210,,team activities
4211,,some changes
4212,,negative attitudes
4213,,frequent changes
4214,,strict
4215,,support organization
4216,,less room
4217,,poc
4218,,poor middle management
4219,,isilon
4220,,an example
4221,,criteria
4222,,skills
4223,,contributions
4224,,no job security here
4225,,weighted
4226,,mediocre people
4227,,middle levels
4228,,merger issues
4229,,load
4230,,not company
4231,,the exceptional customer service model
4232,,the gold standard
4233,,the 2018 benefits package
4234,,5800
4235,,much inferior product
4236,,as big companies
4237,,no personal growth
4238,,many growth opportunities
4239,,2012
4240,,home positions
4241,,las vegas
4242,,broken tools
4243,,tedious processes
4244,,close deals
4245,,all stars
4246,,miracle
4247,,great direct management
4248,,regional management
4249,,foresight
4250,,the go
4251,,smaller businesses
4252,,the expectation
4253,,any time
4254,,any day
4255,,average salary
4256,,long hour
4257,,places
4258,,old
4259,,the last couple
4260,,new teams
4261,,most people
4262,,the standard 40
4263,,large amount
4264,,yearly
4265,,exam
4266,,personal review
4267,,quarterly
4268,,targets
4269,,new methods
4270,,work hours
4271,,promotion positions
4272,,poor corporate culture
4273,,hard time
4274,,all the difficulty
4275,,the companies resources
4276,,these
4277,,nose
4278,,internal conflict
4279,,travel requirements
4280,,compensation plan
4281,,old building
4282,,the small business segment
4283,,frat house
4284,,all ages
4285,,this floor
4286,,young people
4287,,recent grads
4288,,attributes
4289,,the rowdiness
4290,,coddled
4291,,fit
4292,,the gift card
4293,,the free lunch
4294,,the drop
4295,,hat
4296,,an emergency
4297,,friday
4298,,new desk
4299,,new manager
4300,,one week
4301,,the hammer
4302,,firing people
4303,,this pressures
4304,,shady things
4305,,the bounds
4306,,unethical things
4307,,integrity
4308,,those shady practices
4309,,the beginning
4310,,more talk time
4311,,more customers
4312,,good numbers
4313,,both matter
4314,,poor salesperson
4315,,good coach
4316,,good salesperson
4317,,terrible coach
4318,,the required tenure
4319,,technicality
4320,,skilled
4321,,this growing schism
4322,,this fairytale land
4323,,every man
4324,,himself
4325,,other times
4326,,terrible middle management
4327,,friendly
4328,,opex constraints
4329,,too large
4330,,system tools
4331,,date crm
4332,,uniform goals
4333,,no bonuses
4334,,ea
4335,,all travel
4336,,cards
4337,,admin professionals
4338,,vacation plans
4339,,even the newest startups
4340,,respected valley operators
4341,,standards
4342,,that management
4343,,years max
4344,,heavy bureaucracy
4345,,difficult
4346,,60 hrs
4347,,interesting environment
4348,,tense
4349,,hiring process
4350,,many old timers
4351,,redundant teams
4352,,the game
4353,,the pros
4354,,the wrong manager
4355,,the best managers
4356,,girls
4357,,mentality basically
4358,,wfh flexibility
4359,,any reason
4360,,someone bad mouthing
4361,,constant organizational change
4362,,competitive market
4363,,provider pressures
4364,,political company
4365,,use caution
4366,,leader
4367,,internal transitions
4368,,other jobs
4369,,the hierarchy structure
4370,,an individual contributor
4371,,an important part
4372,,purchases companies
4373,,big technology company
4374,,low pay scale
4375,,name
4376,,seating chart
4377,,bad culture
4378,,the first thing
4379,,short term
4380,,the public cloud providers
4381,,aws
4382,,the strategy
4383,,declining market
4384,,the ground
4385,,so
4386,,left
4387,,budget
4388,,no clear path
4389,,an org
4390,,not super
4391,,fancy environment
4392,,grey colors
4393,,cubes
4394,,the product portfolio
4395,,cost cuts
4396,,the highest level
4397,,the org
4398,,an island
4399,,pedestal
4400,,even own tickets
4401,,engineering state
4402,,bug
4403,,all major changes
4404,,poorly
4405,,past several years
4406,,the customers experience
4407,,the bugs
4408,,pay rate
4409,,frequent organizational changes
4410,,short period
4411,,the healthcare plan
4412,,beware
4413,,any comp plan
4414,,commission structure
4415,,no transparency
4416,,the revenue
4417,,you inquiries
4418,,bad survey
4419,,salt
4420,,snake pit
4421,,cesspool
4422,,employer
4423,,150k employees
4424,,younger
4425,,cumbersome management decisions
4426,,very large company
4427,,management layers
4428,,decision process
4429,,servers
4430,,an enabler
4431,,public
4432,,some uncertainty
4433,,short sighted lack
4434,,long term focus
4435,,all titles
4436,,same workload
4437,,no growth opportunities
4438,,here 10
4439,,constant threat
4440,,low promotion opportunies
4441,,year raise
4442,,networking
4443,,any work
4444,,priorities
4445,,clear direction
4446,,an employee survey
4447,,wide spread responses
4448,,the negative response
4449,,plans
4450,,high levels
4451,,few words
4452,,image
4453,,energy
4454,,case ownership
4455,,csr
4456,,heavy corporate structure
4457,,pro support
4458,,carrot
4459,,all pertains
4460,,passion
4461,,unhealthy work habits
4462,,very long days
4463,,early mornings
4464,,marketing constant organizational change
4465,,every
4466,,better training
4467,,poor infrastructure
4468,,sometimes politically
4469,,big software companies
4470,,the current state
4471,,the pc market
4472,,benefits packages
4473,,poor leadership
4474,,significant rifts
4475,,the emc acquisition
4476,,random layoffs
4477,,the next quarter
4478,,any momentum change
4479,,fabulous company
4480,,no upwards
4481,,dead meat
4482,,sam
4483,,sweat shop
4484,,every minute
4485,,every aspect
4486,,dedication
4487,,big learning curve
4488,,help desk
4489,,employee discounts
4490,,costco
4491,,software group
4492,,investors
4493,,no standard
4494,,set career path
4495,,usual issues
4496,,big comapnies
4497,,wtih size
4498,,difficult thing
4499,,no work home balance management very
4500,,all employees
4501,,struggle
4502,,150k person company
4503,,the bigger picture
4504,,center environment
4505,,incoming calls
4506,,the only calls
4507,,no idea whats
4508,,little time
4509,,think
4510,,the best con
4511,,the scale
4512,,presidents
4513,,executive vps
4514,,regional sales directors
4515,,prices
4516,,required approval
4517,,every part
4518,,replacement
4519,,each clients computers
4520,,stupid form
4521,,trouble
4522,,problem
4523,,how
4524,,trouble shoot
4525,,the form
4526,,the notes
4527,,each call
4528,,the role
4529,,that form
4530,,verbal warnings
4531,,every call
4532,,ownership
4533,,that case
4534,,the inbound calls
4535,,those calls
4536,,training class
4537,,those people
4538,,time frame
4539,,too many check
4540,,slow approval process
4541,,many cooks
4542,,every kitchen
4543,,the family atmosphere
4544,,perot systems
4545,,atmosphere changes
4546,,some good some
4547,,short time period
4548,,all direction
4549,,work life balance issues
4550,,brand awareness
4551,,enterprise market
4552,,manual
4553,,the compensation
4554,,corporate politics
4555,,cumbersome performance review process
4556,,some growing pains
4557,,each company
4558,,the information
4559,,other top companies
4560,,decreasing
4561,,industry pay
4562,,computer
4563,,little notice
4564,,sea
4565,,remote workers
4566,,the washington dc area
4567,,phili area
4568,,long list
4569,,few opportunities
4570,,leadership gap
4571,,the key professional services
4572,,services employees
4573,,disarray
4574,,division
4575,,data end
4576,,the director level
4577,,you duties
4578,,many processes
4579,,mega corporation
4580,,the massive wheel
4581,,dell everything
4582,,the dell side
4583,,any decisions
4584,,the two systems
4585,,the wrong link
4586,,the emc hr side
4587,,the correct link
4588,,away every month
4589,,every kind
4590,,perk
4591,,some h1b
4592,,plenty
4593,,the current administration
4594,,washington
4595,,huge push
4596,,coe
4597,,every single one
4598,,mobile
4599,,job growth
4600,,the several charities dell
4601,,no bonus
4602,,the best person
4603,,vce
4604,,all levels
4605,,rapid advancement
4606,,huge disappointment
4607,,easy
4608,,globe
4609,,staff meetings
4610,,no career progression
4611,,big business
4612,,first priority
4613,,stressful place
4614,,timely manner
4615,,hasty decisions
4616,,multiple rounds
4617,,the legacy emc
4618,,it leadership
4619,,dell leadership
4620,,much emphasis
4621,,the it jobs
4622,,culture code
4623,,theory
4624,,the culture code
4625,,low level
4626,,activity
4627,,account sets
4628,,very few core
4629,,referrals
4630,,technical people
4631,,the excel sheets
4632,,same information everyday
4633,,higher salaries
4634,,all the senior level directors
4635,,vendors
4636,,millions
4637,,wrong implementations
4638,,nexus
4639,,the senior level management
4640,,each others
4641,,one group
4642,,another group
4643,,wrong presentation
4644,,the ceo level
4645,,less work
4646,,no accountability
4647,,silly issues
4648,,code
4649,,all non sense
4650,,ppt
4651,,sheets
4652,,top shot
4653,,huge groups
4654,,bad work
4655,,no new learning
4656,,growth areas
4657,,bad experience
4658,,micromanage
4659,,the schedule
4660,,10 hours
4661,,product centric
4662,,customer centric
4663,,acr increase
4664,,worst
4665,,every been
4666,,long term bonus plan
4667,,dell only
4668,,dell purchase
4669,,high expectations
4670,,only
4671,,organization change
4672,,good experience
4673,,sales culture
4674,,the low cost leader
4675,,employment instability
4676,,the mind
4677,,different bosses
4678,,the dell emc merger
4679,,constant
4680,,the list
4681,,female leadership
4682,,the entire company
4683,,horrible
4684,,multiple complaints
4685,,yet hr
4686,,communication issue
4687,,bully
4688,,profit
4689,,several large companies
4690,,far the worst employment experience
4691,,small group
4692,,70 employees
4693,,given year
4694,,the promotion track
4695,,year review
4696,,the next pay level
4697,,many talented people
4698,,an amazing group
4699,,deeply
4700,,lack enthusiasm
4701,,lackluster compensation
4702,,netapp
4703,,google cloud
4704,,reseller company
4705,,the motivation
4706,,dolts
4707,,no visibility
4708,,holistic view
4709,,them incompetent
4710,,common goals
4711,,self
4712,,agendas
4713,,no empowerment
4714,,turn
4715,,these difficult times
4716,,the performers
4717,,the great places
4718,,culture lives
4719,,internal competition
4720,,business units
4721,,the higher end movement
4722,,the mix
4723,,profit margin
4724,,target pressure
4725,,the initial lead
4726,,huge talent drain
4727,,soc managers
4728,,communications
4729,,linux kernel developers
4730,,the linux kernel mailing list
4731,,dell engineering
4732,,the opensource team
4733,,introduction
4734,,duress
4735,,dell leverage
4736,,the linux team
4737,,donated servers
4738,,the mailing linux
4739,,linux kernel team
4740,,all traces
4741,,the linux kernel
4742,,the archive
4743,,the reasoning
4744,,low level employee
4745,,the major players
4746,,education
4747,,various account teams
4748,,the customer escalation
4749,,goto guy
4750,,the review
4751,,emc companies
4752,,performance engineer job
4753,,certain people
4754,,transparency tools
4755,,leadership roles
4756,,technical jobs
4757,,first this
4758,,quality problems
4759,,needs variation
4760,,not enough work
4761,,typical day
4762,,sync
4763,,the tasks
4764,,two breaks
4765,,lunch break
4766,,timings
4767,,experimentation
4768,,large emc acquisition
4769,,tremendous pressure
4770,,revenue
4771,,800 number
4772,,some antiquated java
4773,,the frequency
4774,,core teams
4775,,not always partner
4776,,specialist
4777,,low management style
4778,,the management skills
4779,,that ratio
4780,,different projects
4781,,the previous one
4782,,sales territories
4783,,commodity sales people
4784,,point products
4785,,the few good ae
4786,,true solutions
4787,,sales firms
4788,,real teamwork
4789,,the syncopates
4790,,the cult
4791,,pay structure changes
4792,,some bad management
4793,,late
4794,,networking group
4795,,santa clara
4796,,the norm
4797,,no real distinct dell culture
4798,,the traces
4799,,embodiment
4800,,the old ibm
4801,,shirt
4802,,business model
4803,,the boom
4804,,tech startups
4805,,desire
4806,,one point
4807,,project managers
4808,,administrators
4809,,the while
4810,,job uncertainty few opportunities
4811,,the top few
4812,,tough reporting folks
4813,,monthly parking
4814,,lap top
4815,,enterprise sales
4816,,huge deal
4817,,po
4818,,sign
4819,,the ceo
4820,,too many uncertainties
4821,,dell merger
4822,,the right person
4823,,some duplication
4824,,no performance
4825,,avarage pay
4826,,product training
4827,,dislikes
4828,,the software ticketing system
4829,,much work
4830,,little tasks
4831,,all fits
4832,,good balance
4833,,current product
4834,,visionary
4835,,emc employees
4836,,greatest storage solutions
4837,,all that
4838,,all programs
4839,,roi
4840,,each running program
4841,,this changes
4842,,sale
4843,,great product
4844,,an impact
4845,,still some uncertainty
4846,,young hires
4847,,other top tech companies
4848,,definite gaps
4849,,the processes
4850,,many initiatives
4851,,the emc dell merger
4852,,some bumps
4853,,the road
4854,,new benefits
4855,,short sightedness
4856,,world class
4857,,hsas
4858,,the ppo
4859,,cube farm
4860,,offices
4861,,any other corporate company
4862,,not much support
4863,,corporate red tape
4864,,outdated processes
4865,,no downsides
4866,,small bumps
4867,,recent business combination
4868,,compensation plan changes
4869,,the individuals
4870,,some integration challenges
4871,,the sheer size
4872,,joe leach
4873,,phone support
4874,,sql
4875,,restructure
